0	-10	-8	48	2683	4561	0.588248
1	-10	-8	49	2647	4568	0.579466
2	-10	-8	50	2667	4589	0.581172
3	-10	-8	51	2690	4602	0.584528
4	-10	-8	52	2709	4626	0.585603
5	-10	-5	48	2968	4701	0.631355
6	-10	-5	49	2927	4693	0.623695
7	-10	-5	50	2929	4715	0.621209
8	-10	-5	51	2901	4729	0.613449
9	-10	-5	52	2852	4748	0.600674
10	-10	-2	48	2554	4804	0.531640
11	-10	-2	49	2594	4814	0.538845
12	-10	-2	50	2627	4793	0.548091
13	-10	-2	51	2663	4822	0.552260
14	-10	-2	52	2669	4845	0.550877
15	-9	-8	48	2706	4597	0.588645
16	-9	-8	49	2698	4616	0.584489
17	-9	-8	50	2692	4619	0.582810
18	-9	-8	51	2664	4626	0.575875
19	-9	-8	52	2690	4663	0.576882
20	-9	-5	48	2969	4733	0.627298
21	-9	-5	49	2998	4731	0.633693
22	-9	-5	50	2947	4761	0.618988
23	-9	-5	51	2933	4761	0.616047
24	-9	-5	52	2912	4788	0.608187
25	-9	-2	48	2683	4844	0.553881
26	-9	-2	49	2735	4848	0.564150
27	-9	-2	50	2699	4864	0.554893
28	-9	-2	51	2697	4844	0.556771
29	-9	-2	52	2715	4890	0.555215
30	-8	-8	48	2694	4612	0.584128
31	-8	-8	49	2696	4637	0.581410
32	-8	-8	50	2697	4648	0.580250
33	-8	-8	51	2688	4654	0.577568
34	-8	-8	52	2717	4695	0.578701
35	-8	-5	48	2982	4752	0.627525
36	-8	-5	49	3007	4770	0.630398
37	-8	-5	50	2989	4796	0.623228
38	-8	-5	51	2946	4778	0.616576
39	-8	-5	52	2894	4776	0.605946
40	-8	-2	48	2812	4858	0.578839
41	-8	-2	49	2816	4875	0.577641
42	-8	-2	50	2787	4874	0.571810
43	-8	-2	51	2735	4871	0.561486
44	-8	-2	52	2777	4896	0.567198
45	-7	-8	48	2716	4629	0.586736
46	-7	-8	49	2697	4644	0.580749
47	-7	-8	50	2729	4654	0.586377
48	-7	-8	51	2743	4697	0.583990
49	-7	-8	52	2700	4697	0.574835
50	-7	-5	48	2954	4781	0.617862
51	-7	-5	49	2937	4766	0.616240
52	-7	-5	50	2936	4812	0.610141
53	-7	-5	51	2922	4817	0.606602
54	-7	-5	52	2854	4811	0.593224
55	-7	-2	48	2851	4848	0.588078
56	-7	-2	49	2843	4865	0.584378
57	-7	-2	50	2843	4881	0.582463
58	-7	-2	51	2817	4878	0.577491
59	-7	-2	52	2807	4883	0.574852
60	-6	-8	48	2700	4654	0.580146
61	-6	-8	49	2716	4637	0.585724
62	-6	-8	50	2687	4665	0.575991
63	-6	-8	51	2701	4691	0.575783
64	-6	-8	52	2686	4693	0.572342
65	-6	-5	48	2841	4778	0.594600
66	-6	-5	49	2854	4777	0.597446
67	-6	-5	50	2837	4793	0.591905
68	-6	-5	51	2842	4801	0.591960
69	-6	-5	52	2861	4855	0.589289
70	-6	-2	48	2896	4860	0.595885
71	-6	-2	49	2900	4845	0.598555
72	-6	-2	50	2926	4863	0.601686
73	-6	-2	51	2869	4869	0.589238
74	-6	-2	52	2832	4899	0.578077
