epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,266.29,0.40831,0.35476,0.82984,0.99455,1,0.995,0.91784,0.37472,0.24435,0.82806,0.00112385,0.00112385,0.00112385
179,267.751,0.38566,0.34617,0.83047,0.99426,1,0.995,0.93083,0.34986,0.23335,0.8234,0.0011189,0.0011189,0.0011189
180,269.103,0.36971,0.32487,0.79934,0.99426,1,0.995,0.93083,0.34986,0.23335,0.8234,0.00111395,0.00111395,0.00111395
181,270.526,0.36809,0.31505,0.8081,0.99487,0.99522,0.99495,0.93385,0.35435,0.23557,0.82375,0.001109,0.001109,0.001109
182,271.917,0.39238,0.3284,0.80716,0.99487,0.99522,0.99495,0.93385,0.35435,0.23557,0.82375,0.00110405,0.00110405,0.00110405
183,273.519,0.3974,0.34279,0.80885,0.99487,0.99439,0.99495,0.93496,0.34401,0.24179,0.82046,0.0010991,0.0010991,0.0010991
184,274.826,0.39117,0.32658,0.82833,0.99487,0.99439,0.99495,0.93496,0.34401,0.24179,0.82046,0.00109415,0.00109415,0.00109415
185,276.19,0.39924,0.33597,0.82765,0.99931,0.99487,0.995,0.93589,0.33497,0.23576,0.81912,0.0010892,0.0010892,0.0010892
186,277.549,0.3623,0.32277,0.81552,0.99931,0.99487,0.995,0.93589,0.33497,0.23576,0.81912,0.00108425,0.00108425,0.00108425
187,279.017,0.37225,0.33602,0.83108,0.99452,1,0.99495,0.93332,0.34608,0.23644,0.82085,0.0010793,0.0010793,0.0010793
188,280.411,0.36897,0.31877,0.78707,0.99452,1,0.99495,0.93332,0.34608,0.23644,0.82085,0.00107435,0.00107435,0.00107435
189,281.883,0.3474,0.31911,0.81053,0.99453,1,0.9948,0.92817,0.35691,0.24075,0.82313,0.0010694,0.0010694,0.0010694
190,283.358,0.37602,0.33342,0.80485,0.99453,1,0.9948,0.92817,0.35691,0.24075,0.82313,0.00106445,0.00106445,0.00106445
191,284.763,0.38793,0.33015,0.80633,0.9946,1,0.99469,0.93254,0.35802,0.24431,0.82288,0.0010595,0.0010595,0.0010595
192,286.077,0.36591,0.31981,0.82619,0.9946,1,0.99469,0.93254,0.35802,0.24431,0.82288,0.00105455,0.00105455,0.00105455
193,287.532,0.3652,0.32406,0.82634,0.99458,1,0.99485,0.93898,0.33446,0.23409,0.81615,0.0010496,0.0010496,0.0010496
194,288.888,0.36169,0.32714,0.80811,0.99458,1,0.99485,0.93898,0.33446,0.23409,0.81615,0.00104465,0.00104465,0.00104465
195,290.325,0.35922,0.30869,0.81001,0.99489,0.99939,0.9949,0.9455,0.33541,0.22787,0.81646,0.0010397,0.0010397,0.0010397
196,291.706,0.35548,0.31162,0.8065,0.99489,0.99939,0.9949,0.9455,0.33541,0.22787,0.81646,0.00103475,0.00103475,0.00103475
197,293.278,0.35931,0.315,0.81447,0.9949,0.99967,0.995,0.94975,0.32884,0.22951,0.81491,0.0010298,0.0010298,0.0010298
198,294.551,0.33439,0.304,0.83612,0.9949,0.99967,0.995,0.94975,0.32884,0.22951,0.81491,0.00102485,0.00102485,0.00102485
199,295.907,0.39859,0.33535,0.82677,0.9949,0.99958,0.99495,0.94709,0.33331,0.23198,0.8151,0.0010199,0.0010199,0.0010199
200,297.296,0.39728,0.32961,0.81049,0.9949,0.99958,0.99495,0.94709,0.33331,0.23198,0.8151,0.00101495,0.00101495,0.00101495
201,298.622,0.38111,0.31239,0.80605,0.98926,1,0.99495,0.94562,0.33387,0.22948,0.81569,0.00101,0.00101,0.00101
202,299.92,0.37224,0.30621,0.78554,0.98926,1,0.99495,0.94562,0.33387,0.22948,0.81569,0.00100505,0.00100505,0.00100505
203,301.427,0.38938,0.34093,0.82876,1,0.99407,0.995,0.94259,0.33371,0.23008,0.81786,0.0010001,0.0010001,0.0010001
204,302.968,0.33084,0.29835,0.80155,1,0.99407,0.995,0.94259,0.33371,0.23008,0.81786,0.00099515,0.00099515,0.00099515
205,304.478,0.35079,0.32602,0.81699,0.99963,0.99487,0.995,0.93504,0.34469,0.23392,0.8184,0.0009902,0.0009902,0.0009902
206,305.821,0.36243,0.32766,0.80385,0.99963,0.99487,0.995,0.93504,0.34469,0.23392,0.8184,0.00098525,0.00098525,0.00098525
207,307.349,0.34185,0.31341,0.81705,0.99949,0.99487,0.995,0.94109,0.34514,0.23405,0.81813,0.0009803,0.0009803,0.0009803
208,308.731,0.34906,0.32572,0.81028,0.99949,0.99487,0.995,0.94109,0.34514,0.23405,0.81813,0.00097535,0.00097535,0.00097535
209,310.106,0.35473,0.31257,0.79025,0.99954,0.99487,0.995,0.94798,0.33585,0.23351,0.81751,0.0009704,0.0009704,0.0009704
210,311.525,0.36688,0.32301,0.81475,0.99954,0.99487,0.995,0.94798,0.33585,0.23351,0.81751,0.00096545,0.00096545,0.00096545
211,313.156,0.33979,0.29556,0.82118,0.99881,0.99487,0.995,0.95408,0.30507,0.2182,0.81064,0.0009605,0.0009605,0.0009605
212,314.612,0.31452,0.28683,0.79616,0.99881,0.99487,0.995,0.95408,0.30507,0.2182,0.81064,0.00095555,0.00095555,0.00095555
213,316.02,0.34396,0.29696,0.81392,1,0.99773,0.995,0.94603,0.33574,0.21836,0.81633,0.0009506,0.0009506,0.0009506
214,317.452,0.33627,0.3051,0.82442,1,0.99773,0.995,0.94603,0.33574,0.21836,0.81633,0.00094565,0.00094565,0.00094565
215,318.877,0.35797,0.29662,0.79309,0.99438,1,0.995,0.94991,0.32364,0.21571,0.81419,0.0009407,0.0009407,0.0009407
216,320.218,0.34177,0.30762,0.79361,0.99438,1,0.995,0.94991,0.32364,0.21571,0.81419,0.00093575,0.00093575,0.00093575
217,321.862,0.33584,0.29904,0.7979,1,0.99832,0.995,0.94216,0.32441,0.21908,0.81248,0.0009308,0.0009308,0.0009308
218,323.352,0.34845,0.31004,0.81352,1,0.99832,0.995,0.94216,0.32441,0.21908,0.81248,0.00092585,0.00092585,0.00092585
219,324.74,0.37006,0.31268,0.82788,1,0.99924,0.995,0.94128,0.34024,0.22517,0.81572,0.0009209,0.0009209,0.0009209
220,326.03,0.33383,0.27478,0.81231,1,0.99924,0.995,0.94128,0.34024,0.22517,0.81572,0.00091595,0.00091595,0.00091595
221,327.559,0.32642,0.28063,0.78926,1,0.99948,0.995,0.94812,0.31127,0.21804,0.81071,0.000911,0.000911,0.000911
222,328.924,0.3162,0.30277,0.80659,1,0.99948,0.995,0.94812,0.31127,0.21804,0.81071,0.00090605,0.00090605,0.00090605
223,330.274,0.30365,0.26795,0.79385,0.99993,0.99487,0.995,0.9413,0.32549,0.22115,0.81402,0.0009011,0.0009011,0.0009011
224,331.596,0.33655,0.28992,0.8219,0.99993,0.99487,0.995,0.9413,0.32549,0.22115,0.81402,0.00089615,0.00089615,0.00089615
225,333.043,0.346,0.30024,0.79857,1,0.99411,0.995,0.94836,0.30844,0.21763,0.81099,0.0008912,0.0008912,0.0008912
226,334.393,0.30344,0.28445,0.79114,1,0.99411,0.995,0.94836,0.30844,0.21763,0.81099,0.00088625,0.00088625,0.00088625
227,336.025,0.32843,0.31494,0.81314,0.99465,1,0.99495,0.94983,0.30656,0.21499,0.80812,0.0008813,0.0008813,0.0008813
228,337.638,0.34223,0.30442,0.81421,0.99465,1,0.99495,0.94983,0.30656,0.21499,0.80812,0.00087635,0.00087635,0.00087635
229,339.373,0.33379,0.30013,0.79364,0.98934,1,0.995,0.95148,0.30611,0.21986,0.80931,0.0008714,0.0008714,0.0008714
230,340.989,0.32044,0.2798,0.80371,0.98934,1,0.995,0.95148,0.30611,0.21986,0.80931,0.00086645,0.00086645,0.00086645
231,342.593,0.33645,0.28474,0.79476,0.99489,0.99848,0.99495,0.95477,0.29446,0.21766,0.80795,0.0008615,0.0008615,0.0008615
232,344.28,0.31026,0.29236,0.79896,0.99489,0.99848,0.99495,0.95477,0.29446,0.21766,0.80795,0.00085655,0.00085655,0.00085655
233,346.082,0.31341,0.29291,0.78221,1,0.99409,0.995,0.94244,0.32556,0.21826,0.81299,0.0008516,0.0008516,0.0008516
234,347.676,0.35322,0.29148,0.8085,1,0.99409,0.995,0.94244,0.32556,0.21826,0.81299,0.00084665,0.00084665,0.00084665
235,349.209,0.34964,0.30464,0.81087,1,0.99907,0.995,0.95092,0.31,0.21342,0.81008,0.0008417,0.0008417,0.0008417
236,350.767,0.32612,0.29342,0.80793,1,0.99907,0.995,0.95092,0.31,0.21342,0.81008,0.00083675,0.00083675,0.00083675
237,352.585,0.31928,0.27549,0.79656,0.99948,0.99487,0.995,0.95656,0.30445,0.20932,0.81083,0.0008318,0.0008318,0.0008318
238,354.148,0.31513,0.27715,0.79249,0.99948,0.99487,0.995,0.95656,0.30445,0.20932,0.81083,0.00082685,0.00082685,0.00082685
239,355.77,0.31609,0.27126,0.79576,0.99962,0.99487,0.995,0.96239,0.28935,0.20326,0.80649,0.0008219,0.0008219,0.0008219
240,357.376,0.31463,0.27635,0.80226,0.99962,0.99487,0.995,0.96239,0.28935,0.20326,0.80649,0.00081695,0.00081695,0.00081695
241,359.124,0.30691,0.26745,0.80822,0.99955,0.99487,0.995,0.94516,0.33725,0.22074,0.81588,0.000812,0.000812,0.000812
242,360.694,0.34835,0.28211,0.82319,0.99955,0.99487,0.995,0.94516,0.33725,0.22074,0.81588,0.00080705,0.00080705,0.00080705
243,362.312,0.3566,0.29816,0.80661,0.99955,0.99487,0.995,0.9547,0.32287,0.22188,0.81238,0.0008021,0.0008021,0.0008021
244,363.915,0.3304,0.29643,0.80832,0.99955,0.99487,0.995,0.9547,0.32287,0.22188,0.81238,0.00079715,0.00079715,0.00079715
245,365.49,0.35918,0.30583,0.82165,0.99958,0.99487,0.995,0.94846,0.29715,0.21373,0.80661,0.0007922,0.0007922,0.0007922
246,367.043,0.32751,0.2746,0.79311,0.99958,0.99487,0.995,0.94846,0.29715,0.21373,0.80661,0.00078725,0.00078725,0.00078725
247,368.55,0.3263,0.28108,0.80151,0.99454,0.99487,0.99495,0.94725,0.29883,0.21465,0.8076,0.0007823,0.0007823,0.0007823
248,370.059,0.31742,0.26707,0.79424,0.99454,0.99487,0.99495,0.94725,0.29883,0.21465,0.8076,0.00077735,0.00077735,0.00077735
249,371.751,0.31783,0.28541,0.80388,1,0.99473,0.995,0.9526,0.30186,0.21382,0.80801,0.0007724,0.0007724,0.0007724
250,373.391,0.31177,0.28714,0.81402,1,0.99473,0.995,0.9526,0.30186,0.21382,0.80801,0.00076745,0.00076745,0.00076745
251,374.981,0.31276,0.27225,0.77369,0.99472,1,0.99485,0.94327,0.31912,0.2095,0.81188,0.0007625,0.0007625,0.0007625
252,376.518,0.30754,0.2563,0.79971,0.99472,1,0.99485,0.94327,0.31912,0.2095,0.81188,0.00075755,0.00075755,0.00075755
253,378.024,0.31055,0.26038,0.78195,0.9947,1,0.99429,0.95132,0.27943,0.20025,0.80399,0.0007526,0.0007526,0.0007526
254,379.522,0.30482,0.27099,0.80716,0.9947,1,0.99429,0.95132,0.27943,0.20025,0.80399,0.00074765,0.00074765,0.00074765
255,381.309,0.29541,0.26868,0.80713,0.99461,1,0.99423,0.95515,0.26963,0.19416,0.80223,0.0007427,0.0007427,0.0007427
256,382.835,0.32118,0.26968,0.81324,0.99461,1,0.99423,0.95515,0.26963,0.19416,0.80223,0.00073775,0.00073775,0.00073775
257,384.421,0.28722,0.25524,0.79198,0.98947,1,0.99479,0.95619,0.27203,0.19583,0.8027,0.0007328,0.0007328,0.0007328
258,386.177,0.2811,0.25674,0.78956,0.98947,1,0.99479,0.95619,0.27203,0.19583,0.8027,0.00072785,0.00072785,0.00072785
259,387.672,0.2906,0.25136,0.79916,0.99296,1,0.99469,0.96413,0.27133,0.19709,0.80365,0.0007229,0.0007229,0.0007229
260,389.176,0.28574,0.25734,0.79208,0.99296,1,0.99469,0.96413,0.27133,0.19709,0.80365,0.00071795,0.00071795,0.00071795
261,390.899,0.2994,0.26811,0.8105,0.99247,1,0.99464,0.95844,0.2915,0.20756,0.80627,0.000713,0.000713,0.000713
262,392.348,0.29533,0.26172,0.80122,0.99247,1,0.99464,0.95844,0.2915,0.20756,0.80627,0.00070805,0.00070805,0.00070805
263,393.9,0.30271,0.27983,0.81492,0.993,1,0.99444,0.96322,0.2904,0.20561,0.80544,0.0007031,0.0007031,0.0007031
264,395.373,0.27788,0.25556,0.76972,0.993,1,0.99444,0.96322,0.2904,0.20561,0.80544,0.00069815,0.00069815,0.00069815
265,396.961,0.30366,0.2676,0.78498,0.99455,1,0.99281,0.96401,0.26862,0.19414,0.80251,0.0006932,0.0006932,0.0006932
266,398.465,0.30834,0.26404,0.79081,0.99455,1,0.99281,0.96401,0.26862,0.19414,0.80251,0.00068825,0.00068825,0.00068825
267,400.015,0.2837,0.26301,0.80372,0.99456,1,0.99184,0.965,0.25956,0.19197,0.79992,0.0006833,0.0006833,0.0006833
268,401.613,0.28486,0.26182,0.7794,0.99456,1,0.99184,0.965,0.25956,0.19197,0.79992,0.00067835,0.00067835,0.00067835
269,403.234,0.26047,0.24092,0.7828,0.9946,1,0.99204,0.9636,0.28281,0.20135,0.80374,0.0006734,0.0006734,0.0006734
270,404.789,0.29087,0.2488,0.81963,0.9946,1,0.99204,0.9636,0.28281,0.20135,0.80374,0.00066845,0.00066845,0.00066845
271,406.393,0.26897,0.25137,0.80695,0.99461,1,0.99112,0.96613,0.25981,0.19474,0.80013,0.0006635,0.0006635,0.0006635
272,407.941,0.27245,0.25986,0.78781,0.99461,1,0.99112,0.96613,0.25981,0.19474,0.80013,0.00065855,0.00065855,0.00065855
273,409.479,0.27101,0.25917,0.79548,0.99458,1,0.9948,0.96308,0.26501,0.1912,0.80002,0.0006536,0.0006536,0.0006536
274,411.093,0.28713,0.25673,0.81056,0.99458,1,0.9948,0.96308,0.26501,0.1912,0.80002,0.00064865,0.00064865,0.00064865
275,412.627,0.27939,0.25478,0.79284,0.9996,0.99487,0.995,0.96673,0.27553,0.19749,0.80066,0.0006437,0.0006437,0.0006437
276,414.286,0.28286,0.25836,0.78654,0.9996,0.99487,0.995,0.96673,0.27553,0.19749,0.80066,0.00063875,0.00063875,0.00063875
277,415.865,0.28147,0.2491,0.78303,0.99772,0.99487,0.995,0.96518,0.27953,0.19988,0.80252,0.0006338,0.0006338,0.0006338
278,417.397,0.27338,0.24287,0.7723,0.99772,0.99487,0.995,0.96518,0.27953,0.19988,0.80252,0.00062885,0.00062885,0.00062885
279,419.036,0.26237,0.24193,0.80458,0.99851,0.99487,0.995,0.95748,0.26719,0.19596,0.80138,0.0006239,0.0006239,0.0006239
280,420.669,0.26002,0.23995,0.78421,0.99851,0.99487,0.995,0.95748,0.26719,0.19596,0.80138,0.00061895,0.00061895,0.00061895
281,422.291,0.2632,0.2406,0.77396,0.99764,0.99487,0.995,0.96105,0.25934,0.19333,0.8001,0.000614,0.000614,0.000614
282,423.818,0.26017,0.24732,0.79394,0.99764,0.99487,0.995,0.96105,0.25934,0.19333,0.8001,0.00060905,0.00060905,0.00060905
283,425.424,0.27068,0.25454,0.80694,0.99966,0.99487,0.995,0.96764,0.25521,0.18914,0.79908,0.0006041,0.0006041,0.0006041
284,427.094,0.25996,0.23811,0.78175,0.99966,0.99487,0.995,0.96764,0.25521,0.18914,0.79908,0.00059915,0.00059915,0.00059915
285,428.567,0.25806,0.24092,0.78435,0.99966,0.99487,0.995,0.96573,0.25474,0.18596,0.79824,0.0005942,0.0005942,0.0005942
286,430.102,0.25915,0.24216,0.76712,0.99966,0.99487,0.995,0.96573,0.25474,0.18596,0.79824,0.00058925,0.00058925,0.00058925
287,431.782,0.24432,0.23379,0.77171,0.99971,0.99487,0.995,0.96311,0.25703,0.19278,0.79937,0.0005843,0.0005843,0.0005843
288,433.424,0.27623,0.26062,0.78837,0.99971,0.99487,0.995,0.96311,0.25703,0.19278,0.79937,0.00057935,0.00057935,0.00057935
289,435.024,0.26718,0.24018,0.76002,0.99971,0.99487,0.995,0.96288,0.2579,0.1944,0.79898,0.0005744,0.0005744,0.0005744
290,436.561,0.24061,0.23555,0.76982,0.99971,0.99487,0.995,0.96288,0.2579,0.1944,0.79898,0.00056945,0.00056945,0.00056945
291,438.05,0.25833,0.2401,0.78869,0.9997,0.99487,0.995,0.97209,0.25955,0.19564,0.79877,0.0005645,0.0005645,0.0005645
292,439.562,0.27857,0.25018,0.80366,0.9997,0.99487,0.995,0.97209,0.25955,0.19564,0.79877,0.00055955,0.00055955,0.00055955
293,441.13,0.25997,0.22928,0.77123,0.9997,0.99487,0.995,0.97081,0.25927,0.188,0.79848,0.0005546,0.0005546,0.0005546
294,442.868,0.26954,0.23771,0.7992,0.9997,0.99487,0.995,0.97081,0.25927,0.188,0.79848,0.00054965,0.00054965,0.00054965
295,444.535,0.26479,0.24133,0.77913,0.99969,0.99487,0.995,0.96693,0.25714,0.19235,0.79948,0.0005447,0.0005447,0.0005447
296,446.187,0.28374,0.24047,0.78554,0.99969,0.99487,0.995,0.96693,0.25714,0.19235,0.79948,0.00053975,0.00053975,0.00053975
297,447.731,0.26569,0.25672,0.78401,0.99969,0.99487,0.995,0.96572,0.26345,0.19333,0.80008,0.0005348,0.0005348,0.0005348
298,449.39,0.27558,0.25402,0.79258,0.99969,0.99487,0.995,0.96572,0.26345,0.19333,0.80008,0.00052985,0.00052985,0.00052985
299,451.043,0.25631,0.22742,0.78213,0.99975,0.99487,0.995,0.97384,0.26769,0.20006,0.80124,0.0005249,0.0005249,0.0005249
300,452.655,0.26721,0.23735,0.79373,0.99975,0.99487,0.995,0.97384,0.26769,0.20006,0.80124,0.00051995,0.00051995,0.00051995
301,454.326,0.28226,0.25729,0.79881,0.99981,0.99487,0.995,0.97024,0.25477,0.19795,0.7995,0.000515,0.000515,0.000515
302,456.025,0.2562,0.23481,0.78617,0.99981,0.99487,0.995,0.97024,0.25477,0.19795,0.7995,0.00051005,0.00051005,0.00051005
303,457.56,0.2561,0.24058,0.79365,0.99976,0.99487,0.995,0.97118,0.25465,0.19832,0.7998,0.0005051,0.0005051,0.0005051
304,459.046,0.26689,0.24774,0.79148,0.99976,0.99487,0.995,0.97118,0.25465,0.19832,0.7998,0.00050015,0.00050015,0.00050015
305,460.64,0.2724,0.24697,0.78346,0.9997,0.99487,0.995,0.96685,0.25046,0.19075,0.79881,0.0004952,0.0004952,0.0004952
306,462.123,0.23647,0.22823,0.77429,0.9997,0.99487,0.995,0.96685,0.25046,0.19075,0.79881,0.00049025,0.00049025,0.00049025
307,463.795,0.24712,0.23482,0.78787,0.99974,0.99487,0.995,0.97462,0.25999,0.19514,0.8002,0.0004853,0.0004853,0.0004853
308,465.464,0.25137,0.23126,0.78139,0.99974,0.99487,0.995,0.97462,0.25999,0.19514,0.8002,0.00048035,0.00048035,0.00048035
309,467.002,0.28821,0.24952,0.80707,1,0.99957,0.995,0.97091,0.25341,0.17983,0.79976,0.0004754,0.0004754,0.0004754
310,468.574,0.24395,0.22703,0.78026,1,0.99957,0.995,0.97091,0.25341,0.17983,0.79976,0.00047045,0.00047045,0.00047045
311,470.211,0.25873,0.23645,0.80184,0.99469,1,0.995,0.96166,0.25627,0.17912,0.80151,0.0004655,0.0004655,0.0004655
312,471.778,0.23065,0.21837,0.77085,0.99469,1,0.995,0.96166,0.25627,0.17912,0.80151,0.00046055,0.00046055,0.00046055
313,473.431,0.25532,0.22832,0.78312,0.99463,1,0.99495,0.96124,0.25494,0.17867,0.80106,0.0004556,0.0004556,0.0004556
314,475.112,0.25478,0.23753,0.76974,0.99463,1,0.99495,0.96124,0.25494,0.17867,0.80106,0.00045065,0.00045065,0.00045065
315,476.656,0.24404,0.22198,0.78597,0.9946,1,0.99495,0.97216,0.2545,0.17965,0.80003,0.0004457,0.0004457,0.0004457
316,478.196,0.26266,0.23563,0.77464,0.9946,1,0.99495,0.97216,0.2545,0.17965,0.80003,0.00044075,0.00044075,0.00044075
317,479.942,0.24967,0.23287,0.78971,0.99462,1,0.995,0.97217,0.2523,0.17812,0.79906,0.0004358,0.0004358,0.0004358
318,481.473,0.26463,0.2298,0.76855,0.99462,1,0.995,0.97217,0.2523,0.17812,0.79906,0.00043085,0.00043085,0.00043085
319,483.049,0.24166,0.22858,0.789,0.99487,1,0.995,0.97009,0.24575,0.17283,0.7974,0.0004259,0.0004259,0.0004259
320,484.683,0.24557,0.22753,0.77591,0.99487,1,0.995,0.97009,0.24575,0.17283,0.7974,0.00042095,0.00042095,0.00042095
321,486.256,0.24385,0.23281,0.77933,1,0.9987,0.995,0.96949,0.24241,0.1746,0.79665,0.000416,0.000416,0.000416
322,487.861,0.24181,0.2237,0.78004,1,0.9987,0.995,0.96949,0.24241,0.1746,0.79665,0.00041105,0.00041105,0.00041105
323,489.44,0.24621,0.23306,0.79278,0.9997,0.99487,0.995,0.97335,0.24201,0.17377,0.79649,0.0004061,0.0004061,0.0004061
324,490.96,0.22653,0.21158,0.77566,0.9997,0.99487,0.995,0.97335,0.24201,0.17377,0.79649,0.00040115,0.00040115,0.00040115
325,492.444,0.26281,0.24022,0.78845,0.99976,0.99487,0.995,0.97515,0.24742,0.17809,0.79737,0.0003962,0.0003962,0.0003962
326,493.997,0.23075,0.21895,0.78609,0.99976,0.99487,0.995,0.97515,0.24742,0.17809,0.79737,0.00039125,0.00039125,0.00039125
327,495.656,0.23944,0.22791,0.7769,0.99974,0.99487,0.995,0.97054,0.24089,0.17983,0.79663,0.0003863,0.0003863,0.0003863
328,497.341,0.21578,0.20684,0.76355,0.99974,0.99487,0.995,0.97054,0.24089,0.17983,0.79663,0.00038135,0.00038135,0.00038135
329,499.101,0.2166,0.21603,0.78246,0.99972,0.99487,0.995,0.97202,0.2344,0.17852,0.7949,0.0003764,0.0003764,0.0003764
330,500.588,0.23739,0.22478,0.78382,0.99972,0.99487,0.995,0.97202,0.2344,0.17852,0.7949,0.00037145,0.00037145,0.00037145
331,502.116,0.24632,0.21906,0.77708,0.99969,0.99487,0.995,0.97338,0.23283,0.17584,0.79406,0.0003665,0.0003665,0.0003665
332,503.566,0.25221,0.22118,0.78457,0.99969,0.99487,0.995,0.97338,0.23283,0.17584,0.79406,0.00036155,0.00036155,0.00036155
333,505.166,0.24728,0.22129,0.7888,0.99967,0.99487,0.995,0.97564,0.23277,0.1729,0.79366,0.0003566,0.0003566,0.0003566
334,506.66,0.22349,0.20819,0.76608,0.99967,0.99487,0.995,0.97564,0.23277,0.1729,0.79366,0.00035165,0.00035165,0.00035165
335,508.242,0.22767,0.21158,0.7784,0.99967,0.99487,0.995,0.97492,0.22834,0.17528,0.79312,0.0003467,0.0003467,0.0003467
336,509.856,0.2287,0.21465,0.74717,0.99967,0.99487,0.995,0.97492,0.22834,0.17528,0.79312,0.00034175,0.00034175,0.00034175
337,511.404,0.24016,0.21346,0.77507,0.99969,0.99487,0.995,0.97434,0.22576,0.17694,0.79258,0.0003368,0.0003368,0.0003368
338,512.893,0.23226,0.21989,0.77519,0.99969,0.99487,0.995,0.97434,0.22576,0.17694,0.79258,0.00033185,0.00033185,0.00033185
339,514.508,0.21848,0.21603,0.7699,0.99969,0.99487,0.995,0.97914,0.22319,0.17317,0.79216,0.0003269,0.0003269,0.0003269
340,516.057,0.23454,0.21814,0.78535,0.99969,0.99487,0.995,0.97914,0.22319,0.17317,0.79216,0.00032195,0.00032195,0.00032195
341,517.574,0.21636,0.21793,0.77051,0.9997,0.99487,0.995,0.97625,0.24388,0.17649,0.79411,0.000317,0.000317,0.000317
342,519.256,0.22403,0.20554,0.78804,0.9997,0.99487,0.995,0.97625,0.24388,0.17649,0.79411,0.00031205,0.00031205,0.00031205
343,520.766,0.2504,0.23178,0.79472,0.99969,0.99487,0.995,0.97222,0.25097,0.17555,0.79518,0.0003071,0.0003071,0.0003071
344,522.266,0.24651,0.22348,0.78919,0.99969,0.99487,0.995,0.97222,0.25097,0.17555,0.79518,0.00030215,0.00030215,0.00030215
345,523.794,0.22998,0.21251,0.77576,0.9997,0.99487,0.995,0.9776,0.22985,0.17213,0.79308,0.0002972,0.0002972,0.0002972
346,525.324,0.21674,0.21957,0.79125,0.9997,0.99487,0.995,0.9776,0.22985,0.17213,0.79308,0.00029225,0.00029225,0.00029225
347,526.92,0.21372,0.20704,0.80397,0.99969,0.99487,0.995,0.9792,0.22476,0.17069,0.79295,0.0002873,0.0002873,0.0002873
348,528.466,0.25676,0.22666,0.78104,0.99969,0.99487,0.995,0.9792,0.22476,0.17069,0.79295,0.00028235,0.00028235,0.00028235
349,530.068,0.22845,0.21272,0.77502,0.9997,0.99487,0.995,0.97927,0.222,0.16985,0.79213,0.0002774,0.0002774,0.0002774
350,531.603,0.21943,0.21023,0.77299,0.9997,0.99487,0.995,0.97927,0.222,0.16985,0.79213,0.00027245,0.00027245,0.00027245
351,533.136,0.22662,0.21071,0.79427,0.99969,0.99487,0.995,0.97885,0.21185,0.16716,0.79056,0.0002675,0.0002675,0.0002675
352,534.708,0.21813,0.21639,0.77588,0.99969,0.99487,0.995,0.97885,0.21185,0.16716,0.79056,0.00026255,0.00026255,0.00026255
353,536.384,0.21431,0.20672,0.80114,0.9997,0.99487,0.995,0.97768,0.22247,0.16554,0.79212,0.0002576,0.0002576,0.0002576
354,537.847,0.2027,0.19966,0.78083,0.9997,0.99487,0.995,0.97768,0.22247,0.16554,0.79212,0.00025265,0.00025265,0.00025265
355,539.46,0.23324,0.21399,0.77867,0.99971,0.99487,0.995,0.97695,0.22285,0.16499,0.79285,0.0002477,0.0002477,0.0002477
356,540.968,0.23312,0.22047,0.77978,0.99971,0.99487,0.995,0.97695,0.22285,0.16499,0.79285,0.00024275,0.00024275,0.00024275
357,542.528,0.21319,0.21171,0.78242,0.99973,0.99487,0.995,0.97444,0.21256,0.16548,0.79175,0.0002378,0.0002378,0.0002378
358,544.116,0.195,0.19536,0.76936,0.99973,0.99487,0.995,0.97444,0.21256,0.16548,0.79175,0.00023285,0.00023285,0.00023285
359,545.656,0.2088,0.20888,0.78398,0.99973,0.99487,0.995,0.97721,0.2151,0.1656,0.79123,0.0002279,0.0002279,0.0002279
360,547.369,0.21572,0.20582,0.78582,0.99973,0.99487,0.995,0.97721,0.2151,0.1656,0.79123,0.00022295,0.00022295,0.00022295
361,548.998,0.22678,0.21578,0.7808,0.99974,0.99487,0.995,0.9794,0.21487,0.16448,0.79132,0.000218,0.000218,0.000218
362,550.658,0.20228,0.19384,0.78173,0.99974,0.99487,0.995,0.9794,0.21487,0.16448,0.79132,0.00021305,0.00021305,0.00021305
363,552.267,0.21115,0.21736,0.79377,0.99977,0.99487,0.995,0.98004,0.21853,0.16428,0.79188,0.0002081,0.0002081,0.0002081
364,553.742,0.2302,0.21369,0.78373,0.99977,0.99487,0.995,0.98004,0.21853,0.16428,0.79188,0.00020315,0.00020315,0.00020315
365,555.244,0.2043,0.19558,0.76352,1,0.99959,0.995,0.97819,0.21872,0.16288,0.79167,0.0001982,0.0001982,0.0001982
366,556.903,0.22718,0.21762,0.78705,1,0.99959,0.995,0.97819,0.21872,0.16288,0.79167,0.00019325,0.00019325,0.00019325
367,558.613,0.18694,0.18939,0.76772,1,0.99957,0.995,0.98051,0.20977,0.15913,0.79022,0.0001883,0.0001883,0.0001883
368,560.347,0.20169,0.1992,0.77644,1,0.99957,0.995,0.98051,0.20977,0.15913,0.79022,0.00018335,0.00018335,0.00018335
369,561.863,0.20186,0.2021,0.78561,0.99977,0.99487,0.995,0.98197,0.20712,0.15771,0.79004,0.0001784,0.0001784,0.0001784
370,563.351,0.1808,0.19516,0.76786,0.99977,0.99487,0.995,0.98197,0.20712,0.15771,0.79004,0.00017345,0.00017345,0.00017345
