epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
167,298.064,0.36741,0.33928,0.81694,0.99967,0.99487,0.995,0.94366,0.34509,0.23081,0.82137,0.0009044,0.0009044,0.0009044
168,299.756,0.39054,0.33353,0.82236,1,0.99954,0.995,0.95496,0.32181,0.22656,0.81364,0.0008978,0.0008978,0.0008978
169,301.49,0.40716,0.35812,0.84266,1,0.99954,0.995,0.95496,0.32181,0.22656,0.81364,0.0008912,0.0008912,0.0008912
170,303.2,0.38091,0.36238,0.82763,1,0.99944,0.995,0.95102,0.33199,0.24034,0.81504,0.0008846,0.0008846,0.0008846
171,304.885,0.39438,0.34448,0.81614,1,0.99937,0.995,0.96078,0.33058,0.22625,0.81693,0.000878,0.000878,0.000878
172,306.497,0.39379,0.3295,0.83056,1,0.99937,0.995,0.96078,0.33058,0.22625,0.81693,0.0008714,0.0008714,0.0008714
173,308.177,0.38445,0.35566,0.81537,0.99432,1,0.995,0.96972,0.30804,0.2157,0.81505,0.0008648,0.0008648,0.0008648
174,309.875,0.38406,0.33055,0.81705,0.99432,1,0.995,0.96972,0.30804,0.2157,0.81505,0.0008582,0.0008582,0.0008582
175,311.571,0.37237,0.31318,0.82553,0.99942,0.99487,0.995,0.96029,0.3174,0.2169,0.81757,0.0008516,0.0008516,0.0008516
176,313.208,0.36396,0.3259,0.82112,1,0.99942,0.995,0.95997,0.30336,0.20623,0.81427,0.000845,0.000845,0.000845
177,314.863,0.34124,0.30891,0.81636,1,0.99942,0.995,0.95997,0.30336,0.20623,0.81427,0.0008384,0.0008384,0.0008384
178,316.58,0.35802,0.31543,0.82527,0.99952,0.99487,0.995,0.9629,0.3025,0.20786,0.81219,0.0008318,0.0008318,0.0008318
179,318.237,0.38436,0.34445,0.81598,0.99952,0.99487,0.995,0.9629,0.3025,0.20786,0.81219,0.0008252,0.0008252,0.0008252
180,319.906,0.39227,0.33518,0.82765,0.99956,0.99487,0.995,0.95223,0.31118,0.22127,0.81314,0.0008186,0.0008186,0.0008186
181,321.64,0.35043,0.31324,0.80554,1,0.99939,0.995,0.9593,0.30265,0.21976,0.81139,0.000812,0.000812,0.000812
182,323.293,0.36563,0.32757,0.81453,1,0.99939,0.995,0.9593,0.30265,0.21976,0.81139,0.0008054,0.0008054,0.0008054
